"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"2947","65b3c436-70ac-4876-badf-b781afa325a6","Wyższa Szkoła Społeczno-Gospodarcza w Tyczynie","1996-07-26","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2009-12-02","zawodowa","","690410539","8131369862","","000","97","","","","","","Polska","podkarpackie","ul. Kościuszki","4","36-020","Tyczyn","","",,,,,"Wyższa Szkoła Społeczno-Gospodarcza w Tyczynie","1996-07-26",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1996-07-26","Zlikwidowana","2009-12-02","zawodowa","1996-07-26","ul. Kościuszki 4, 36-020 Tyczyn, woj. podkarpackie, Polska","1996-07-26"
"2948","bb262a32-6ccc-4910-9778-bd4ebe9c172d","Wyższa Szkoła Sportu","2009-08-12","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","021041221","8951955381","","179","359","","http://www.wszic.pl","dziekanat@wszic.pl","","","Polska","dolnośląskie","Aleja Śląska","1","54-118","Wrocław","","",,,,,"Wyższa Szkoła Zarządzania i Coachingu we Wrocławiu","2009-08-12",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2009-08-12","Działająca","2009-08-12","zawodowa","2009-08-12","Aleja Śląska 1, 54-118 Wrocław, woj. dolnośląskie, Polska","2009-08-12"
"2949","bb262a32-6ccc-4910-9778-bd4ebe9c172d","Wyższa Szkoła Sportu","2009-08-12","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","021041221","8951955381","","179","359","","http://www.wszic.pl","dziekanat@wszic.pl","","","Polska","dolnośląskie","Aleja Śląska","1","54-118","Wrocław","","",,,,,"Wyższa Szkoła Sportu","2021-02-10",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2009-08-12","Działająca","2009-08-12","zawodowa","2009-08-12","Aleja Śląska 1, 54-118 Wrocław, woj. dolnośląskie, Polska","2009-08-12"
"2950","3528f13c-3c3b-48e0-964e-f345cf9264b3","Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie","1997-07-23","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","012696280","1131815849","","078","124","","http://www.wssmia.edu.pl","sekretariat@wssmia.edu.pl","(22) 255-39-52","","Polska","mazowieckie","al. Aleje Jerozolimskie","81","02-001","Warszawa","","",,,,,"Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie","1997-07-23",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-23","Działająca","1997-07-23","zawodowa","1997-07-23","al. Aleje Jerozolimskie 81, 02-001 Warszawa, woj. mazowieckie, Polska","1997-07-23"
"2951","25d2b5fe-670f-4f7c-85d1-342e554aa52c","Wyższa Szkoła Straży Granicznej","2023-10-01","Minister Spraw Wewnętrznych i Administracji","Uczelnia publiczna","Nie","","","","zawodowa","","","","","405","","","https://wssg.strazgraniczna.pl","rektor.wssg@strazgraniczna.pl"," +48 94 34 44 90","","Polska","zachodniopomorskie","ul. Marszałka Józefa Piłsudskiego","92","75-531","Koszalin","Piotr Boćko - Rektor","",,,,,"Wyższa Szkoła Straży Granicznej","2023-10-01",,,,,,,,,,,,,,,,,,,,,"Minister Spraw Wewnętrznych i Administracji","2023-10-01","Działająca","2023-10-01","zawodowa","2023-10-01","ul. Marszałka Józefa Piłsudskiego 92, 75-531 Koszalin, woj. zachodniopomorskie, Polska","2023-10-01"
"2952","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w Łodzi","1997-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","Działająca","1997-07-21","zawodowa","1997-07-21","ul. Brzozowa 5/7, 93-101 Łódź, woj. łódzkie, Polska","1997-07-21"
"2953","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w Łodzi","1997-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","Działająca","1997-07-21","zawodowa","1997-07-21","ul. Piotrkowska 211/17, 90-451 Łódź, woj. łódzkie, Polska","2021-12-01"
"2954","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w Łodzi","1997-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","W likwidacji","2022-02-28","zawodowa","1997-07-21","ul. Brzozowa 5/7, 93-101 Łódź, woj. łódzkie, Polska","1997-07-21"
"2955","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w Łodzi","1997-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","W likwidacji","2022-02-28","zawodowa","1997-07-21","ul. Piotrkowska 211/17, 90-451 Łódź, woj. łódzkie, Polska","2021-12-01"
"2956","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w likwidacji","2022-02-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","Działająca","1997-07-21","zawodowa","1997-07-21","ul. Brzozowa 5/7, 93-101 Łódź, woj. łódzkie, Polska","1997-07-21"
"2957","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w likwidacji","2022-02-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","Działająca","1997-07-21","zawodowa","1997-07-21","ul. Piotrkowska 211/17, 90-451 Łódź, woj. łódzkie, Polska","2021-12-01"
"2958","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w likwidacji","2022-02-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","W likwidacji","2022-02-28","zawodowa","1997-07-21","ul. Brzozowa 5/7, 93-101 Łódź, woj. łódzkie, Polska","1997-07-21"
"2959","a5a0472f-d374-4742-98fd-1913fc7d58f3","Wyższa Szkoła Studiów Międzynarodowych w likwidacji","1997-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2022-02-28","","zawodowa","","471582365","7251528593","","074","121","","http://www.wssm.edu.pl","sekretariat@wssm.edu.pl","426897210","","Polska","łódzkie","ul. Piotrkowska","211","90-451","Łódź","","",,,,,"Wyższa Szkoła Studiów Międzynarodowych w likwidacji","2022-02-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-07-21","W likwidacji","2022-02-28","zawodowa","1997-07-21","ul. Piotrkowska 211/17, 90-451 Łódź, woj. łódzkie, Polska","2021-12-01"
"2960","d245a38c-25bf-4850-96ba-f8876b896f81","Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","1997-10-07","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2017-03-03","","zawodowa","","791010253","8441793459","","000","136","","http://www.wssm.home.pl","sekretariat@wssm.home.pl","87 565 81 30-36","","Polska","podlaskie","ul. Marii Skłodowskiej-Curie","5","16-400","Suwałki","","",,,,,"Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","2017-03-03",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-10-07","Działająca","1997-10-07","zawodowa","1997-10-07","ul. Marii Skłodowskiej-Curie 5, 16-400 Suwałki, woj. podlaskie, Polska","1997-10-07"
"2961","d245a38c-25bf-4850-96ba-f8876b896f81","Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","1997-10-07","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2017-03-03","","zawodowa","","791010253","8441793459","","000","136","","http://www.wssm.home.pl","sekretariat@wssm.home.pl","87 565 81 30-36","","Polska","podlaskie","ul. Marii Skłodowskiej-Curie","5","16-400","Suwałki","","",,,,,"Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","2017-03-03",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-10-07","W likwidacji","2017-03-03","zawodowa","1997-10-07","ul. Marii Skłodowskiej-Curie 5, 16-400 Suwałki, woj. podlaskie, Polska","1997-10-07"
"2962","d245a38c-25bf-4850-96ba-f8876b896f81","Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","1997-10-07","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2017-03-03","","zawodowa","","791010253","8441793459","","000","136","","http://www.wssm.home.pl","sekretariat@wssm.home.pl","87 565 81 30-36","","Polska","podlaskie","ul. Marii Skłodowskiej-Curie","5","16-400","Suwałki","","",,,,,"Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II","1997-10-07",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-10-07","Działająca","1997-10-07","zawodowa","1997-10-07","ul. Marii Skłodowskiej-Curie 5, 16-400 Suwałki, woj. podlaskie, Polska","1997-10-07"
"2963","d245a38c-25bf-4850-96ba-f8876b896f81","Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II w likwidacji z siedzibą w Suwałkach","1997-10-07","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2017-03-03","","zawodowa","","791010253","8441793459","","000","136","","http://www.wssm.home.pl","sekretariat@wssm.home.pl","87 565 81 30-36","","Polska","podlaskie","ul. Marii Skłodowskiej-Curie","5","16-400","Suwałki","","",,,,,"Wyższa Szkoła Suwalsko-Mazurska im. Papieża Jana Pawła II","1997-10-07",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-10-07","W likwidacji","2017-03-03","zawodowa","1997-10-07","ul. Marii Skłodowskiej-Curie 5, 16-400 Suwałki, woj. podlaskie, Polska","1997-10-07"
"2964","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Liderów Społecznych i Mediów z siedzibą w Warszawie","2006-07-03",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","Działająca","2006-07-03","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2965","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Liderów Społecznych i Mediów z siedzibą w Warszawie","2006-07-03",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","W likwidacji","2019-01-23","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2966","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2019-01-23",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","Działająca","2006-07-03","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2967","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2019-01-23",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","W likwidacji","2019-01-23","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2968","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Filmowych i Teatralnych z siedzibą w Warszawie","2012-05-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","Działająca","2006-07-03","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2969","60ee09f5-ea67-4133-929b-c972c522ad92","Wyższa Szkoła Sztuk Filmowych i Teatralnych w likwidacji","2006-07-03","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2019-01-23","","zawodowa","","140656500","5342336510","","116","334","","http://www.wslsim.edu.pl","","","","Polska","mazowieckie","ul. Świętokrzyska","16","00-050","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Filmowych i Teatralnych z siedzibą w Warszawie","2012-05-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2006-07-03","W likwidacji","2019-01-23","zawodowa","2006-07-03","ul. Świętokrzyska 16/1, 00-050 Warszawa, woj. mazowieckie, Polska","2006-07-03"
"2970","6686f0d1-2ab7-4818-a95a-10df0bbc43a4","Wyższa Szkoła Sztuki i Projektowania w Łodzi","1998-04-16","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","471723133","7262223443","","196","138","","http://www.wssip.edu.pl","sekretariat.rektor@wssip.edu.pl","570 010 654","/WSSIP/SkrytkaESP","Polska","łódzkie","ul. Targowa","65","90-324","Łódź","Piotr Cieciura - Rektor","",,,,,"Wyższa Szkoła Sztuki i Projektowania w Łodzi","1998-04-16",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-04-16","Działająca","1998-04-16","zawodowa","1998-04-16","ul. Targowa 65, 90-324 Łódź, woj. łódzkie, Polska","1998-04-16"
"2971","d2c5b2ec-7f8f-415d-8289-21cf95dc3e65","Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2004-07-14","2020-12-31","zawodowa","","276298534","6442925815","","000","153","","","","","","Polska","śląskie","ul. Andrzeja Struga","35","41-200","Sosnowiec","","",,,,,"Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1999-05-05","Działająca","1999-05-05","zawodowa","1999-05-05","ul. Andrzeja Struga 35, 41-200 Sosnowiec, woj. śląskie, Polska","1999-05-05"
"2972","d2c5b2ec-7f8f-415d-8289-21cf95dc3e65","Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2004-07-14","2020-12-31","zawodowa","","276298534","6442925815","","000","153","","","","","","Polska","śląskie","ul. Andrzeja Struga","35","41-200","Sosnowiec","","",,,,,"Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1999-05-05","W likwidacji","2004-07-14","zawodowa","1999-05-05","ul. Andrzeja Struga 35, 41-200 Sosnowiec, woj. śląskie, Polska","1999-05-05"
"2973","d2c5b2ec-7f8f-415d-8289-21cf95dc3e65","Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2004-07-14","2020-12-31","zawodowa","","276298534","6442925815","","000","153","","","","","","Polska","śląskie","ul. Andrzeja Struga","35","41-200","Sosnowiec","","",,,,,"Wyższa Szkoła Sztuki Stosowanej ""OPUS-ART"" - w likwidacji z siedzibą w Sosnowcu","1999-05-05",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1999-05-05","Zlikwidowana","2020-12-31","zawodowa","1999-05-05","ul. Andrzeja Struga 35, 41-200 Sosnowiec, woj. śląskie, Polska","1999-05-05"
"2974","64cf9f2b-7624-4a2d-ae5f-511b1d9dfe62","Wyższa Szkoła Sztuki Użytkowej w likwidacji z siedzibą w Szczecinie","1995-08-28","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2017-09-04","zawodowa","","810726017","8521025627","","000","68","","http://www.wssu.pl","","","","Polska","zachodniopomorskie","ul. Krzysztofa Kolumba","61","70-035","Szczecin","","",,,,,"Wyższa Szkoła Sztuki Użytkowej w likwidacji z siedzibą w Szczecinie","1995-08-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1995-08-28","Działająca","1995-08-28","zawodowa","1995-08-28","ul. Krzysztofa Kolumba 61, 70-035 Szczecin, woj. zachodniopomorskie, Polska","1995-08-28"
"2975","64cf9f2b-7624-4a2d-ae5f-511b1d9dfe62","Wyższa Szkoła Sztuki Użytkowej w likwidacji z siedzibą w Szczecinie","1995-08-28","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2017-09-04","zawodowa","","810726017","8521025627","","000","68","","http://www.wssu.pl","","","","Polska","zachodniopomorskie","ul. Krzysztofa Kolumba","61","70-035","Szczecin","","",,,,,"Wyższa Szkoła Sztuki Użytkowej w likwidacji z siedzibą w Szczecinie","1995-08-28",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1995-08-28","Zlikwidowana","2017-09-04","zawodowa","1995-08-28","ul. Krzysztofa Kolumba 61, 70-035 Szczecin, woj. zachodniopomorskie, Polska","1995-08-28"
"2976","ea4d8fbd-0afe-4af3-b0fc-356d09bddec4","Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2008-03-20","2020-10-23","zawodowa","","015226340","1132376292","","000","247","","","","","","Polska","mazowieckie","ul. Obrońców","25","03-933","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2002-08-27","Działająca","2002-08-27","zawodowa","2002-08-27","ul. Obrońców 25, 03-933 Warszawa, woj. mazowieckie, Polska","2002-08-27"
"2977","ea4d8fbd-0afe-4af3-b0fc-356d09bddec4","Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2008-03-20","2020-10-23","zawodowa","","015226340","1132376292","","000","247","","","","","","Polska","mazowieckie","ul. Obrońców","25","03-933","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2002-08-27","W likwidacji","2008-03-20","zawodowa","2002-08-27","ul. Obrońców 25, 03-933 Warszawa, woj. mazowieckie, Polska","2002-08-27"
"2978","ea4d8fbd-0afe-4af3-b0fc-356d09bddec4","Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","2008-03-20","2020-10-23","zawodowa","","015226340","1132376292","","000","247","","","","","","Polska","mazowieckie","ul. Obrońców","25","03-933","Warszawa","","",,,,,"Wyższa Szkoła Sztuk Wizualnych i Nowych Mediów w likwidacji z siedzibą w Warszawie","2002-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2002-08-27","Zlikwidowana","2020-10-23","zawodowa","2002-08-27","ul. Obrońców 25, 03-933 Warszawa, woj. mazowieckie, Polska","2002-08-27"
"2979","93a4fa71-d654-4cb5-bb19-2e794267970a","Wyższa Szkoła Techniczna we Włocławku","2005-06-13","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2015-03-13","zawodowa","","340085556","8882870491","","000","320","","http://www.wst.wloclawek.pl","rektorat@wst.wloclawek.pl","(54) 425-11-32","","Polska","kujawsko-pomorskie","ul. Łęgska","20","87-800","Włocławek","","",,,,,"Wyższa Szkoła Techniki i Przedsiębiorczości we Włocławku","2005-06-13",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2005-06-13","Działająca","2005-06-13","zawodowa","2005-06-13","ul. Łęgska 20, 87-800 Włocławek, woj. kujawsko-pomorskie, Polska","2005-06-13"
